id|species|mother_lower_case|father_lower_case|mother_orig_case|father_orig_case
726|S.|N/A|N/A|N/A|N/A
727|S. lasiandara Benth.|N/A|N/A|N/A|N/A
728|S. viminalis L.|N/A|N/A|N/A|N/A
729|S. hastata L.|N/A|N/A|N/A|N/A
730|S.|N/A|N/A|N/A|N/A
731|S. caprea L.|N/A|N/A|N/A|N/A
732|S. irrorata Andersson|N/A|N/A|N/A|N/A
733|S. ×hirtei Strachler (S. aurita L. × S. cinerea L. × viminalis L.)|N/A|N/A|N/A|N/A
734|S. repens L.|N/A|N/A|N/A|N/A
735|S.|N/A|N/A|N/A|N/A
736|S.|N/A|N/A|N/A|N/A
737|S.|N/A|N/A|N/A|N/A
738|S.|N/A|N/A|N/A|N/A
739|S.|N/A|N/A|N/A|N/A
740|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
741|S. eriocephala Michx.|N/A|N/A|N/A|N/A
742|S. triandra L.|N/A|N/A|N/A|N/A
743|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
744|S. triandra L.|N/A|N/A|N/A|N/A
745|S. alba L.|N/A|N/A|N/A|N/A
746|S. daphnoides Vill.|N/A|N/A|N/A|N/A
747|N/A|N/A|N/A|N/A|N/A
748|S.|N/A|N/A|N/A|N/A
749|S. eriocephala Michx.|N/A|N/A|N/A|N/A
750|S. ×fragilis L. f. fragilis|N/A|N/A|N/A|N/A
751|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
752|S.|s. babylonica l.|s. alba l.|S. babylonica L.|S. alba L.
753|S. eriocephala Michx.|N/A|N/A|N/A|N/A
754|S.|N/A|N/A|N/A|N/A
755|S. alba L.|N/A|N/A|N/A|N/A
756|S. babylonica L.|N/A|N/A|N/A|N/A
757|S. alba L.|N/A|N/A|N/A|N/A
758|S. repens L.|N/A|N/A|N/A|N/A
759|S. ×pendulina f. salamonii I.V. Belyaeva (S. babylonica L. × S. ×fragilis f. vitellina I.V. Belyaeva)|N/A|N/A|N/A|N/A
760|S.|N/A|N/A|N/A|N/A
761|S.|N/A|N/A|N/A|N/A
762|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
763|S.|s. purpurea l.|s. miyabeana seemen|S. purpurea L.|S. miyabeana Seemen
764|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
765|S. triandra L.|N/A|N/A|N/A|N/A
766|S. triandra L.|N/A|N/A|N/A|N/A
767|S. repens L.|N/A|N/A|N/A|N/A
768|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|N/A|N/A|N/A|N/A
769|S. purpurea L.|N/A|N/A|N/A|N/A
770|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|N/A|N/A|N/A|N/A
771|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|s. alba l.|s. ×pendulina wender. f. pendulina|S. alba L.|S. ×pendulina Wender. f. pendulina
772|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|s. alba l.|s. ×pendulina wender. f. pendulina|S. alba L.|S. ×pendulina Wender. f. pendulina
773|S. foetida Schleich.|N/A|N/A|N/A|N/A
774|S. triandra L.|N/A|N/A|N/A|N/A
775|S. eleagnos Scop.|N/A|N/A|N/A|N/A
776|S. ×forbiana Sm. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
777|S.|s. schwerinii e.l.wolf|s. schwerinii e.l.wolf ´ s. udensis trautv. & c. meyer|S. schwerinii E.L.Wolf|S. schwerinii E.L.Wolf ´ S. udensis Trautv. & C. Meyer
778|S. triandra L.|N/A|N/A|N/A|N/A
779|S. babylonica L.|N/A|N/A|N/A|N/A
780|S. udensis Trautv. & C.A.Mey.|N/A|N/A|N/A|N/A
781|S. caprea L.|N/A|N/A|N/A|N/A
782|S. triandra L.|N/A|N/A|N/A|N/A
783|S. ×pendulina f. salamonii I.V. Belyaeva (S. babylonica L. × S. ×fragilis f. vitellina I.V. Belyaeva)|s. × pendulina f. salamonii i.v.belyaeva vitellina-tristis|s. babylonica l. babylon|S. × pendulina f. salamonii I.V.Belyaeva ‘Vitellina-tristis’|S. babylonica L. ‘Babylon’
784|S. alba L.|N/A|N/A|N/A|N/A
785|S. purpurea L.|N/A|N/A|N/A|N/A
786|N/A|N/A|N/A|N/A|N/A
787|S. repens L.|N/A|N/A|N/A|N/A
788|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
789|S. miyabeana Seemen|s. miyabeana seemen sx61|s. miyabeana sx67|S. miyabeana Seemen ‘SX61’|S. miyabeana ‘SX67’
790|S.|N/A|N/A|N/A|N/A
791|S. alba L.|N/A|N/A|N/A|N/A
792|S.|N/A|N/A|N/A|N/A
793|S.|N/A|N/A|N/A|N/A
794|S. alba L.|N/A|N/A|N/A|N/A
795|S. exigua Nutt.|N/A|N/A|N/A|N/A
796|S. alba L.|N/A|N/A|N/A|N/A
797|S. helvetica Vill.|N/A|N/A|N/A|N/A
798|S. ×meyeriana Rostk. ex Willd. (S. euxina I.V.Belyaeva × S. pentandra L.)|N/A|N/A|N/A|N/A
799|S. interior Rowlee|N/A|N/A|N/A|N/A
800|S. caprea L.|N/A|N/A|N/A|N/A
801|S. alba L.|N/A|N/A|N/A|N/A
802|S. daphnoides Vill.|N/A|N/A|N/A|N/A
803|N/A|N/A|N/A|N/A|N/A
804|S. babylonica L.|N/A|N/A|N/A|N/A
805|S. caprea L.|N/A|N/A|N/A|N/A
806|S. caprea L.|N/A|N/A|N/A|N/A
807|S. babylonica L.|N/A|N/A|N/A|N/A
808|S.|N/A|N/A|N/A|N/A
809|S. triandra L.|N/A|N/A|N/A|N/A
810|S. alba L.|N/A|N/A|N/A|N/A
811|S. repens L.|N/A|N/A|N/A|N/A
812|S. alba L.|N/A|N/A|N/A|N/A
813|S. ×fragilis L. f. fragilis|N/A|N/A|N/A|N/A
814|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
815|S. cinerea L.|N/A|N/A|N/A|N/A
816|S. daphnoides Vill.|N/A|N/A|N/A|N/A
817|S.|N/A|N/A|N/A|N/A
818|S.|s. torhild|s. sw 990562|S. ‘Torhild’|S. ‘SW 990562’
819|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
820|S.|N/A|N/A|N/A|N/A
821|S. viminalis L.|N/A|N/A|N/A|N/A
822|S. triandra L.|N/A|N/A|N/A|N/A
823|S. ×forbiana Sm. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
824|S. alba L.|N/A|N/A|N/A|N/A
825|S. phylicifolia L.|N/A|N/A|N/A|N/A
826|S. purpurea L.|N/A|N/A|N/A|N/A
827|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
828|S.|s. lanata|s. lapponum l.|S. lanata|S. lapponum L.
829|S.|N/A|N/A|N/A|N/A
830|S. viminalis L.|N/A|N/A|N/A|N/A
831|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|s. matsudana lafayette|s. alba (accession # 99010)|S. matsudana ‘LaFayette’|S. alba (accession # 99010)
832|S. viminalis L.|N/A|N/A|N/A|N/A
833|S.|N/A|N/A|N/A|N/A
834|S.|s. jorunn|s. björn|S. ‘Jorunn’|S. ‘Björn’
835|S.|s. pentandra l.|s. euxina i.v.belyaeva|S. pentandra L.|S. euxina I.V.Belyaeva
836|S.|s. pentandra l.|s. triandra l.|S. pentandra L.|S. triandra L.
837|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|s. babylonica f. tortuosa y.l.chou|s. alba l. × s. ×pendulina wender. f. pendulina|S. babylonica f. tortuosa Y.L.Chou|S. alba L. × S. ×pendulina Wender. f. pendulina
838|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|s. babylonica l. tortuosa|s. alba var. recticapus hort.|S. babylonica L. ‘Tortuosa’|S. alba var. recticapus Hort.
839|S.|s. babylonica l. tortuosa|s. pentandra l.|S. babylonica L. ‘Tortuosa’|S. pentandra L.
840|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|s. babylonica l. tortuosa|s. ×pendulina wender. blanda × s. alba l.|S. babylonica L. ‘Tortuosa’|S. ×pendulina Wender. ‘Blanda’ × S. alba L.
841|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|s. babylonica l. tortuosa|s. ×pendulina wender. blanda × s. alba l.|S. babylonica L. ‘Tortuosa’|S. ×pendulina Wender. ‘Blanda’ × S. alba L.
842|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|s. babylonica l. tortuosa|s. ×pendulina wender. blanda × s. alba l.|S. babylonica L. ‘Tortuosa’|S. ×pendulina Wender. ‘Blanda’ × S. alba L.
843|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|s. alba l.|s. ×pendulina wender. f. pendulina|S. alba L.|S. ×pendulina Wender. f. pendulina
844|S.|s. sw 911096|s. jorr|S. ‘SW 911096’|S. ‘Jorr’
845|S.|s. sw 930887|s. björn|S. ‘SW 930887’|S. ‘Björn’
846|S. triandra L.|N/A|N/A|N/A|N/A
847|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|N/A|N/A|N/A|N/A
848|S. miyabeana Seemen|N/A|N/A|N/A|N/A
849|S. miyabeana Seemen|N/A|N/A|N/A|N/A
850|S. miyabeana Seemen|N/A|N/A|N/A|N/A
851|S.|N/A|N/A|N/A|N/A
852|S. miyabeana Seemen|N/A|N/A|N/A|N/A
853|S.|s. viminalis l.|s. miyabeana seemen|S. viminalis L.|S. miyabeana Seemen
854|S.|N/A|N/A|N/A|N/A
855|S. babylonica L.|N/A|N/A|N/A|N/A
856|S. alba L.|N/A|N/A|N/A|N/A
857|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
858|S.|N/A|N/A|N/A|N/A
859|S.|s. pentandra l.|s. ´fragilis l.|S. pentandra L.|S. ´fragilis L.
860|S.|N/A|N/A|N/A|N/A
861|S.·×leucopithecia Kimura (S. caprea L. × S. gracilistyla Miq.)|N/A|N/A|N/A|N/A
862|S. ×meyeriana Rostk. ex Willd. (S. euxina I.V.Belyaeva × S. pentandra L.)|N/A|N/A|N/A|N/A
863|S. viminalis L.|N/A|N/A|N/A|N/A
864|S. ×smithiana Willd. (S. cinerea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
865|S. hastata L.|N/A|N/A|N/A|N/A
866|S.|N/A|N/A|N/A|N/A
867|S.|N/A|N/A|N/A|N/A
868|S. alba L.|N/A|N/A|N/A|N/A
869|S.|N/A|N/A|N/A|N/A
870|S. lanata L.|N/A|N/A|N/A|N/A
871|S.|s. l 79069|s. orm|S. ‘L 79069’|S. ‘Orm’
872|S.|s. tora|s. ulv|S. ‘Tora’|S. ‘Ulv’
873|S.|s. tora|s. orm|S. ‘Tora’|S. ‘Orm’
874|S. babylonica L.|N/A|N/A|N/A|N/A
875|S. ×pendulina f. erythroflexuosa I.V.Belyaeva (S. babylonica f. tortuosa Y.L.Chou × S. pendulina f. salamonii I.V.Belyaeva)|N/A|N/A|N/A|N/A
876|S.|N/A|N/A|N/A|N/A
877|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
878|S. cinerea L.|N/A|N/A|N/A|N/A
879|S. ×pendulina f. salamonii I.V. Belyaeva (S. babylonica L. × S. ×fragilis f. vitellina I.V. Belyaeva)|N/A|N/A|N/A|N/A
880|S. ×mollissima Hoffm. ex Elwert (S. triandra L. × S. viminalis L.)|N/A|N/A|N/A|N/A
881|S.|s. viminalis l.|s. miyabeana seemen|S. viminalis L.|S. miyabeana Seemen
882|S.|N/A|N/A|N/A|N/A
883|S. ×aurora Laest. ex Andersson|N/A|N/A|N/A|N/A
884|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
885|S.|s. viminalis l. sv2|s. miyabeana seemen sx67|S. viminalis L. ‘SV2’|S. miyabeana Seemen ‘SX67’
886|S. phylicifolia L.|N/A|N/A|N/A|N/A
887|S. caprea L.|N/A|N/A|N/A|N/A
888|S.|N/A|N/A|N/A|N/A
889|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
890|S.|N/A|N/A|N/A|N/A
891|S.|s. rot 7|s. n 2420|S. ‘Rot 7’|S. ‘N 2420’
892|S. babylonica L.|N/A|N/A|N/A|N/A
893|S.|s. schwerinii e.l.wolf|s. gmelinii pall.|S. schwerinii E.L.Wolf|S. gmelinii Pall.
894|S.|s. l 814220|s. l 820381|S. ‘L 814220’|S. ‘L 820381’
895|S. babylonica L.|N/A|N/A|N/A|N/A
896|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|s. alba l.|× s. babylonica f. tortuosa y.l.chou|S. alba L.|× S. babylonica f. tortuosa Y.L.Chou
897|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|N/A|N/A|N/A|N/A
898|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|s. alba l.|s. babylonica f. tortuosa y.l.chou|S. alba L.|S. babylonica f. tortuosa Y.L.Chou
899|S. vinogradovii A.K.Skvortsov|N/A|N/A|N/A|N/A
900|S. purpurea L.|N/A|N/A|N/A|N/A
901|S. purpurea L.|N/A|N/A|N/A|N/A
902|S. ×pendulina f. salamonii I.V. Belyaeva (S. babylonica L. × S. ×fragilis f. vitellina I.V. Belyaeva)|s. alba l.|s. × pendulina f. salamonii i.v.belyaeva chrysocoma|S. alba L.|S. × pendulina f. salamonii I.V.Belyaeva ‘Chrysocoma’
903|S. ×forbiana Sm. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
904|S.|s. bowles hybrid|s. sw 901317|S. ‘Bowles hybrid’|S. ‘SW 901317’
905|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|s. alba l.|s. ×pendulina wender. f. pendulina|S. alba L.|S. ×pendulina Wender. f. pendulina
906|S.|N/A|N/A|N/A|N/A
907|S.|N/A|N/A|N/A|N/A
908|S. cinerea L.|N/A|N/A|N/A|N/A
909|S. gracilistyla Miq.|N/A|N/A|N/A|N/A
910|S. purpurea L.|N/A|N/A|N/A|N/A
911|S. miyabeana Seemen|N/A|N/A|N/A|N/A
912|S. aurita L.|N/A|N/A|N/A|N/A
913|S. eriocephala Michx.|N/A|N/A|N/A|N/A
914|S.|N/A|N/A|N/A|N/A
915|S.|s. miyabeana seemen|s. viminalis l.|S. miyabeana Seemen|S. viminalis L.
916|S.|s. viminalis l.|s. purpurea l.|S. viminalis L.|S. purpurea L.
917|S. irrorata Andersson|N/A|N/A|N/A|N/A
918|S. ×rubra Huds. (S. purpurea L. × S. viminalis L.)|N/A|N/A|N/A|N/A
919|S. gmelinii Pall. (syn. S. dasyclados Wimm., S. burjatica Nasarow)|N/A|N/A|N/A|N/A
920|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
921|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
922|S. ×pendulina f. salamonii I.V. Belyaeva (S. babylonica L. × S. ×fragilis f. vitellina I.V. Belyaeva)|N/A|N/A|N/A|N/A
923|S. ×pendulina f. salamonii I.V. Belyaeva (S. babylonica L. × S. ×fragilis f. vitellina I.V. Belyaeva)|N/A|N/A|N/A|N/A
924|S.|N/A|N/A|N/A|N/A
925|S. × pendulina f. pendulina (S. alba L. × S. babylonica L. × S. euxina I.V.Belyaeva)|s. alba l.|s. ×pendulina wender. f. pendulina|S. alba L.|S. ×pendulina Wender. f. pendulina
926|S. repens L.|N/A|N/A|N/A|N/A
927|S. repens L.|N/A|N/A|N/A|N/A
928|S. alba L.|N/A|N/A|N/A|N/A
929|S.|N/A|N/A|N/A|N/A
930|S. alba L.|N/A|N/A|N/A|N/A
931|S. nigra Marshall|N/A|N/A|N/A|N/A
932|S. caprea L.|N/A|N/A|N/A|N/A
933|S. hastata L.|N/A|N/A|N/A|N/A
934|N/A|N/A|N/A|N/A|N/A
935|S. purpurea L.|N/A|N/A|N/A|N/A
936|S. purpurea L.|N/A|N/A|N/A|N/A
937|S. purpurea L.|N/A|N/A|N/A|N/A
938|N/A|N/A|N/A|N/A|N/A
939|S. alba L.|N/A|N/A|N/A|N/A
940|S. purpurea L.|N/A|N/A|N/A|N/A
941|S. triandra L.|N/A|N/A|N/A|N/A
942|S. triandra L.|N/A|N/A|N/A|N/A
943|S. triandra L.|N/A|N/A|N/A|N/A
944|S. euxina I.V.Belyaeva (former S. fragilis auct., non L.)|N/A|N/A|N/A|N/A
945|S. triandra L.|N/A|N/A|N/A|N/A
946|N/A|s. sherwood|s. björn|S. ‘Sherwood’|S. ‘Björn’
947|S. × calliantha Jos.Kern.|N/A|N/A|N/A|N/A
948|S. lanata L.|N/A|N/A|N/A|N/A
949|S. bebbiana Sarg.|N/A|N/A|N/A|N/A
950|S. viminalis L.|N/A|N/A|N/A|N/A
951|N/A|s. tordis|s. gmelinii pall|S. ‘Tordis’|S. gmelinii Pall
952|S.·×leucopithecia Kimura (S. caprea L. × S. gracilistyla Miq.)|N/A|N/A|N/A|N/A
953|S. purpurea L.|N/A|N/A|N/A|N/A
954|S. repens L.|N/A|N/A|N/A|N/A
955|S. purpurea L.|N/A|N/A|N/A|N/A
956|S. daphnoides Vill.|N/A|N/A|N/A|N/A
957|N/A|s. pentandra l.|s. ´fragilis l.|S. pentandra L.|S. ´fragilis L.
958|N/A|N/A|N/A|N/A|N/A
959|S. arctophila Cockerell|N/A|N/A|N/A|N/A
960|S. babylonica L.|N/A|N/A|N/A|N/A
961|S. triandra L.|N/A|N/A|N/A|N/A
962|S. viminalis L.|N/A|N/A|N/A|N/A
963|S. ×fragilis f. vitellina (L.) I.V. Belyaeva|N/A|N/A|N/A|N/A
964|S. babylonica L.|N/A|N/A|N/A|N/A
965|N/A|N/A|N/A|N/A|N/A
966|S. alba L.|N/A|N/A|N/A|N/A
967|N/A|N/A|N/A|N/A|N/A
968|S. triandra L.|N/A|N/A|N/A|N/A
