id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name
157,1,9,9,10,8,8,5.7,2013,U07m,82XAA04
158,1,9,9,11,8,8,7.1,2013,U07m,82XAA04
159,1,9,9,12,8,8,5.9,2013,U07m,82XAA04
160,1,9,9,13,8,8,6.5,2013,U07m,81XAA04
161,1,9,9,14,8,8,5.7,2013,U07m,81XAA04
162,1,9,9,15,8,8,0,2013,U07m,81XAA04
163,1,9,9,16,8,8,3.5,2013,U07m,81XAA04
164,1,9,9,17,8,8,6.1,2013,U07m,84XAA04
165,1,9,9,18,8,8,6.6,2013,U07m,84XAA04
166,1,9,9,19,8,8,0,2013,U07m,84XAA04
167,1,9,9,20,8,8,4.5,2013,U07m,84XAA04
168,1,9,9,21,8,8,3.1,2013,U07m,85XAA04
169,1,9,9,1,9,9,0,2013,U07m,85XAA04
170,1,9,9,2,9,9,0,2013,U07m,85XAA04
171,1,9,9,3,9,9,0,2013,U07m,85XAA04
172,1,9,9,4,9,9,0,2013,U07m,85XAA04
173,1,9,9,5,9,9,8.6,2013,U07m,80XAA04
174,1,9,9,6,9,9,8.7,2013,U07m,80XAA04
175,1,9,9,7,9,9,7.5,2013,U07m,80XAA04
176,1,9,9,8,9,9,9.3,2013,U07m,80XAA04
177,1,9,9,9,9,9,5,2013,U07m,84XAA04
178,1,9,9,10,9,9,7.2,2013,U07m,84XAA04
179,1,9,9,11,9,9,3.4,2013,U07m,84XAA04
180,1,9,9,12,9,9,4,2013,U07m,84XAA04
181,1,9,9,13,9,9,7.2,2013,U07m,80XAA04
182,1,9,9,14,9,9,6.8,2013,U07m,80XAA04
183,1,9,9,15,9,9,6.6,2013,U07m,80XAA04
184,1,9,9,16,9,9,3.9,2013,U07m,80XAA04
185,1,9,9,17,9,9,8.4,2013,U07m,83XAA04
186,1,9,9,18,9,9,5.1,2013,U07m,83XAA04
187,1,9,9,19,9,9,7.8,2013,U07m,83XAA04
188,1,9,9,20,9,9,10.6,2013,U07m,83XAA04
189,1,9,9,21,9,9,2.2,2013,U07m,85XAA04
190,1,9,9,1,10,10,9.3,2013,U07m,84XAA04
191,1,9,9,2,10,10,0,2013,U07m,84XAA04
192,1,9,9,3,10,10,5.4,2013,U07m,84XAA04
193,1,9,9,4,10,10,9,2013,U07m,84XAA04
194,1,9,9,5,10,10,4.8,2013,U07m,17XGA04
195,1,9,9,6,10,10,3.7,2013,U07m,17XGA04
196,1,9,9,7,10,10,4.6,2013,U07m,17XGA04
197,1,9,9,8,10,10,3,2013,U07m,17XGA04
198,1,9,9,9,10,10,3.6,2013,U07m,2XT4E04
199,1,9,9,10,10,10,0,2013,U07m,2XT4E04
200,1,9,9,11,10,10,4,2013,U07m,2XT4E04
201,1,9,9,12,10,10,0,2013,U07m,2XT4E04
202,1,9,9,13,10,10,2,2013,U07m,85XAA04
203,1,9,9,14,10,10,0,2013,U07m,85XAA04
204,1,9,9,15,10,10,0,2013,U07m,85XAA04
205,1,9,9,16,10,10,0,2013,U07m,85XAA04
206,1,9,9,17,10,10,7.9,2013,U07m,80XAA04
207,1,9,9,18,10,10,0,2013,U07m,80XAA04
208,1,9,9,19,10,10,5.8,2013,U07m,80XAA04
209,1,9,9,20,10,10,3.8,2013,U07m,80XAA04
210,1,9,9,21,10,10,0,2013,U07m,85XAA04
211,1,9,9,1,11,11,5.4,2013,U07m,NM6
212,1,9,9,2,11,11,7.8,2013,U07m,NM6
213,1,9,9,3,11,11,7.4,2013,U07m,NM6
214,1,9,9,4,11,11,5.3,2013,U07m,NM6
215,1,9,9,5,11,11,6.5,2013,U07m,NM6
216,1,9,9,6,11,11,6.1,2013,U07m,NM6
217,1,9,9,7,11,11,6.7,2013,U07m,NM6
218,1,9,9,8,11,11,9.2,2013,U07m,NM6
219,1,9,9,9,11,11,0,2013,U07m,NM6
220,1,9,9,10,11,11,7.6,2013,U07m,NM6
221,1,9,9,11,11,11,7.7,2013,U07m,NM6
222,1,9,9,12,11,11,8.3,2013,U07m,NM6
223,1,9,9,13,11,11,4.4,2013,U07m,NM6
224,1,9,9,14,11,11,3.6,2013,U07m,NM6
225,1,9,9,15,11,11,5.5,2013,U07m,NM6
226,1,9,9,16,11,11,6.2,2013,U07m,NM6
227,1,9,9,17,11,11,7.3,2013,U07m,NM6
228,1,9,9,18,11,11,6.4,2013,U07m,NM6
229,1,9,9,19,11,11,6.2,2013,U07m,NM6
230,1,9,9,20,11,11,5.9,2013,U07m,NM6
231,1,9,9,21,11,11,6.6,2013,U07m,NM6
232,1,9,9,1,12,12,8.3,2013,U07m,NM6
233,1,9,9,2,12,12,8.2,2013,U07m,NM6
234,1,9,9,3,12,12,6.4,2013,U07m,NM6
235,1,9,9,4,12,12,6.4,2013,U07m,NM6
236,1,9,9,5,12,12,7.6,2013,U07m,NM6
237,1,9,9,6,12,12,8.3,2013,U07m,NM6
238,1,9,9,7,12,12,8.4,2013,U07m,NM6
239,1,9,9,8,12,12,8.4,2013,U07m,NM6
240,1,9,9,9,12,12,7.3,2013,U07m,NM6
241,1,9,9,10,12,12,4.2,2013,U07m,NM6
242,1,9,9,11,12,12,8.3,2013,U07m,NM6
243,1,9,9,12,12,12,4.6,2013,U07m,NM6
244,1,9,9,13,12,12,3.2,2013,U07m,NM6
245,1,9,9,14,12,12,7.3,2013,U07m,NM6
246,1,9,9,15,12,12,6.2,2013,U07m,NM6
247,1,9,9,16,12,12,5.5,2013,U07m,NM6
248,1,9,9,17,12,12,5.1,2013,U07m,NM6
249,1,9,9,18,12,12,6.3,2013,U07m,NM6
250,1,9,9,19,12,12,5.3,2013,U07m,NM6
251,1,9,9,20,12,12,8.9,2013,U07m,NM6
252,1,9,9,21,12,12,8.1,2013,U07m,NM6
